/media/sunyu/OS1/suanli/collectionunzip/SET3_18
obj                 |bestobj             |time                |
2654765.462         |2654765.462         |0.146               |INIT
335013.880          |335013.880          |50.170              |KS2
250599.067          |250599.067          |129.835             |lns
242785.559          |242785.559          |132.814             |lns
240812.953          |240812.953          |135.639             |lns
234100.723          |234100.723          |145.811             |random
214084.378          |214084.378          |246.210             |lns
213808.544          |213808.544          |250.181             |lns
211881.310          |211881.310          |255.074             |random
206984.485          |206984.485          |296.138             |random
205004.200          |205004.200          |396.898             |random
204650.774          |204650.774          |417.831             |random
204560.568          |204560.568          |438.201             |random
204533.046          |204533.046          |457.617             |random
200333.710          |200333.710          |482.302             |random
192730.374          |192730.374          |596.956             |random
192530.081          |192530.081          |612.029             |random
189166.834          |189166.834          |631.921             |random
162549.908          |162549.908          |732.206             |lns
157556.400          |157556.400          |757.004             |random
153690.016          |153690.016          |861.250             |random
151348.612          |151348.612          |881.429             |random
151215.124          |151215.124          |907.572             |random
150973.635          |150973.635          |929.864             |random
150572.461          |150572.461          |948.270             |random
total time : 1000.1293165683746
