/media/sunyu/OS1/suanli/collectionunzip/item_placement_9988
obj                 |bestobj             |time                |
24.961              |24.961              |50.053              |INIT
16.989              |16.989              |55.590              |KS2
15.803              |15.803              |60.936              |KS2
15.493              |15.493              |70.091              |KS2
15.027              |15.027              |76.732              |crossover
14.680              |14.680              |103.350             |random
12.910              |12.910              |118.301             |random
12.460              |12.460              |891.386             |random
12.460              |12.460              |922.599             |random
total time : 1000.0059108734131
