/media/sunyu/OS1/suanli/collectionunzip/item_placement_9951
obj                 |bestobj             |time                |
33.225              |33.225              |50.045              |INIT
32.030              |32.030              |54.216              |KS2
32.019              |32.019              |72.100              |lns
31.183              |31.183              |74.639              |lns
31.183              |31.183              |76.284              |random
31.036              |31.036              |82.205              |random
30.378              |30.378              |88.714              |random
27.361              |27.361              |93.319              |random
26.130              |26.130              |104.304             |random
23.878              |23.878              |115.108             |random
23.678              |23.678              |122.809             |random
23.052              |23.052              |129.856             |random
22.236              |22.236              |135.114             |random
22.213              |22.213              |147.988             |random
21.568              |21.568              |187.660             |random
21.108              |21.108              |199.835             |random
20.965              |20.965              |225.037             |random
20.837              |20.837              |240.164             |random
20.605              |20.605              |248.052             |random
20.299              |20.299              |286.059             |random
20.095              |20.095              |648.541             |random
18.787              |18.787              |656.506             |random
18.669              |18.669              |666.710             |random
18.659              |18.659              |689.138             |random
18.659              |18.659              |697.478             |random
18.105              |18.105              |965.778             |random
total time : 1000.0045654773712
