/media/sunyu/OS1/suanli/collectionunzip/anonymous_68
obj                 |bestobj             |time                |
767775.670          |767775.670          |154.998             |INIT
555351.086          |555351.086          |158.266             |KS2
536849.562          |536849.562          |166.257             |KS2
529370.374          |529370.374          |170.170             |KS2
529012.961          |529012.961          |173.112             |KS2
529012.961          |529012.961          |223.285             |KS2
526617.028          |526617.028          |460.796             |lns
526617.028          |526617.028          |484.314             |random
526584.511          |526584.511          |584.484             |lns
526584.511          |526584.511          |634.344             |random
526584.511          |526584.511          |893.615             |random
514697.865          |514697.865          |993.769             |lns
514697.865          |514697.865          |1000.337            |random
total time : 1000.3375885486603
