/media/sunyu/OS1/suanli/collectionunzip/SET3_14
obj                 |bestobj             |time                |
2758272.360         |2758272.360         |0.095               |INIT
406043.120          |406043.120          |50.110              |KS2
355306.529          |355306.529          |100.124             |KS2
327896.861          |327896.861          |227.626             |lns
267331.553          |267331.553          |240.549             |lns
264688.338          |264688.338          |242.977             |random
254663.896          |254663.896          |248.680             |lns
234209.661          |234209.661          |296.331             |lns
234135.363          |234135.363          |298.658             |random
234135.313          |234135.313          |337.121             |lns
233643.115          |233643.115          |357.011             |random
233643.105          |233643.105          |399.262             |random
233640.738          |233640.738          |416.653             |random
233640.728          |233640.728          |432.318             |random
233204.668          |233204.668          |447.472             |random
230794.103          |230794.103          |525.177             |random
228599.294          |228599.294          |542.044             |random
224805.642          |224805.642          |557.606             |random
223083.823          |223083.823          |646.299             |lns
221314.020          |221314.020          |730.292             |random
221165.063          |221165.063          |744.206             |random
219186.458          |219186.458          |757.164             |random
218927.422          |218927.422          |769.465             |random
218895.325          |218895.325          |784.068             |random
218108.684          |218108.684          |799.659             |random
217725.748          |217725.748          |813.126             |random
217725.618          |217725.618          |867.712             |random
216611.589          |216611.589          |981.297             |random
total time : 1000.120765209198
