/media/sunyu/OS1/suanli/collectionunzip/load_balancing_1047
obj                 |bestobj             |time                |
739.000             |739.000             |10.078              |KS1
716.000             |716.000             |60.242              |KS2
712.000             |712.000             |110.400             |KS2
711.000             |711.000             |160.538             |KS2
706.000             |706.000             |210.700             |KS2
705.000             |705.000             |311.185             |crossover
704.000             |704.000             |417.418             |random
704.000             |704.000             |524.147             |random
703.000             |703.000             |730.383             |random
703.000             |703.000             |930.617             |random
total time : 1000.5411427021027
