/media/sunyu/OS1/suanli/collectionunzip/SET3_29
obj                 |bestobj             |time                |
2824195.343         |2824195.343         |0.109               |INIT
357816.363          |357816.363          |50.118              |KS2
294957.437          |294957.437          |100.131             |KS2
290811.223          |290811.223          |150.145             |KS2
266654.367          |266654.367          |200.158             |KS2
251172.268          |251172.268          |250.172             |KS2
247559.952          |247559.952          |300.185             |KS2
244066.548          |244066.548          |336.416             |crossover
234440.141          |234440.141          |343.838             |lns
231005.289          |231005.289          |346.334             |random
222201.812          |222201.812          |353.023             |lns
221174.825          |221174.825          |378.038             |random
216362.634          |216362.634          |397.233             |random
216283.971          |216283.971          |474.217             |random
214350.630          |214350.630          |559.632             |random
212744.422          |212744.422          |656.873             |lns
212744.422          |212744.422          |723.337             |random
209913.281          |209913.281          |780.107             |random
209429.451          |209429.451          |852.515             |random
209429.441          |209429.441          |922.006             |random
209203.853          |209203.853          |941.337             |random
total time : 1000.1215841770172
