/media/sunyu/OS1/suanli/collectionunzip/neos-848589
obj                 |bestobj             |time                |
197953.620          |197953.620          |64.774              |INIT
4553.317            |4553.317            |115.834             |KS2
4553.317            |4553.317            |166.691             |KS2
3307.297            |3307.297            |268.411             |KS2
3152.353            |3152.353            |370.368             |KS2
2934.128            |2934.128            |422.247             |crossover
2685.669            |2685.669            |610.466             |random
2674.047            |2674.047            |771.632             |random
2563.724            |2563.724            |927.395             |random
2563.724            |2563.724            |1003.187            |random
total time : 1003.1878638267517
