/media/sunyu/OS1/suanli/collectionunzip/load_balancing_102
obj                 |bestobj             |time                |
733.000             |733.000             |10.664              |KS1
708.000             |708.000             |60.829              |KS2
705.000             |705.000             |110.988             |KS2
703.000             |703.000             |161.153             |KS2
700.000             |700.000             |211.258             |KS2
699.000             |699.000             |261.362             |KS2
697.000             |697.000             |311.519             |crossover
697.000             |697.000             |362.557             |random
697.000             |697.000             |413.173             |random
697.000             |697.000             |606.828             |random
total time : 1000.0853884220123
