/media/sunyu/OS1/suanli/collectionunzip/item_placement_9905
obj                 |bestobj             |time                |
36.168              |36.168              |50.043              |INIT
21.825              |21.825              |54.020              |KS2
21.822              |21.822              |70.930              |random
20.074              |20.074              |74.936              |lns
18.213              |18.213              |87.473              |random
17.492              |17.492              |99.947              |random
17.097              |17.097              |113.402             |random
16.285              |16.285              |137.811             |random
16.172              |16.172              |155.773             |random
15.976              |15.976              |172.107             |random
15.968              |15.968              |204.511             |random
15.935              |15.935              |362.371             |random
15.919              |15.919              |396.523             |random
14.662              |14.662              |406.659             |random
14.641              |14.641              |414.802             |random
13.418              |13.418              |422.218             |random
13.418              |13.418              |425.748             |random
13.418              |13.418              |453.326             |random
13.066              |13.066              |607.192             |random
12.970              |12.970              |658.162             |random
12.918              |12.918              |666.477             |random
12.626              |12.626              |732.356             |random
12.626              |12.626              |742.503             |random
12.347              |12.347              |889.281             |random
12.347              |12.347              |900.930             |random
12.082              |12.082              |934.227             |random
total time : 1000.0077693462372
