/media/sunyu/OS1/suanli/collectionunzip/anonymous_26
obj                 |bestobj             |time                |
199797.132          |199797.132          |61.163              |INIT
193980.534          |193980.534          |61.359              |KS2
181909.909          |181909.909          |61.647              |KS2
157491.261          |157491.261          |63.105              |KS2
154194.949          |154194.949          |64.723              |KS2
154194.949          |154194.949          |114.761             |KS2
151881.887          |151881.887          |149.437             |lns
140944.374          |140944.374          |178.376             |random
138953.487          |138953.487          |254.735             |random
138953.477          |138953.477          |322.873             |random
138697.033          |138697.033          |422.746             |lns
138697.033          |138697.033          |507.192             |random
136862.077          |136862.077          |607.232             |lns
136862.077          |136862.077          |646.602             |random
136862.067          |136862.067          |680.654             |random
136862.067          |136862.067          |716.113             |random
136862.067          |136862.067          |756.780             |random
134246.033          |134246.033          |839.673             |random
134246.023          |134246.023          |887.216             |random
134195.639          |134195.639          |961.023             |random
total time : 1000.1451914310455
