/media/sunyu/OS1/suanli/collectionunzip/neos-565672
obj                 |bestobj             |time                |
100419.153          |100419.153          |185.328             |INIT
99694.615           |99694.615           |187.649             |KS2
99662.244           |99662.244           |189.747             |KS2
98576.071           |98576.071           |191.869             |KS2
98443.912           |98443.912           |194.227             |KS2
98443.912           |98443.912           |245.088             |KS2
96641.761           |96641.761           |256.352             |lns
96529.356           |96529.356           |447.753             |lns
96132.237           |96132.237           |587.760             |random
94764.158           |94764.158           |607.531             |lns
94530.725           |94530.725           |764.638             |random
94190.238           |94190.238           |795.222             |lns
94069.886           |94069.886           |830.540             |random
94069.886           |94069.886           |1002.509            |random
total time : 1002.5133543014526
