/media/sunyu/OS1/suanli/collectionunzip/item_placement_9961
obj                 |bestobj             |time                |
22.864              |22.864              |50.045              |INIT
21.039              |21.039              |56.741              |KS2
21.003              |21.003              |65.105              |lns
20.794              |20.794              |68.815              |lns
19.312              |19.312              |71.385              |lns
18.863              |18.863              |77.339              |random
18.815              |18.815              |89.420              |random
18.603              |18.603              |95.352              |random
18.354              |18.354              |102.882             |random
18.200              |18.200              |113.482             |random
18.179              |18.179              |125.754             |random
17.825              |17.825              |148.702             |random
17.800              |17.800              |156.598             |random
17.342              |17.342              |190.283             |random
16.266              |16.266              |254.251             |random
16.009              |16.009              |266.732             |random
15.701              |15.701              |279.553             |random
15.025              |15.025              |284.992             |lns
14.693              |14.693              |291.580             |lns
13.746              |13.746              |297.527             |lns
13.084              |13.084              |306.490             |random
12.576              |12.576              |315.958             |random
12.552              |12.552              |382.596             |random
12.459              |12.459              |419.211             |random
12.459              |12.459              |455.794             |random
12.454              |12.454              |573.747             |random
total time : 1000.0040476322174
