/media/sunyu/OS1/suanli/collectionunzip/item_placement_9962
obj                 |bestobj             |time                |
15.955              |15.955              |50.045              |INIT
15.641              |15.641              |63.395              |random
15.624              |15.624              |69.477              |lns
14.541              |14.541              |80.896              |random
13.829              |13.829              |113.148             |random
13.745              |13.745              |119.572             |random
12.980              |12.980              |152.957             |random
12.381              |12.381              |177.835             |random
11.313              |11.313              |189.430             |random
11.042              |11.042              |208.214             |random
10.501              |10.501              |221.638             |random
10.370              |10.370              |234.081             |random
10.370              |10.370              |239.998             |random
9.646               |9.646               |247.200             |random
9.646               |9.646               |322.383             |random
9.450               |9.450               |326.615             |random
9.350               |9.350               |361.616             |random
9.350               |9.350               |405.560             |random
9.262               |9.262               |461.834             |random
8.936               |8.936               |598.655             |random
8.879               |8.879               |625.151             |random
8.878               |8.878               |678.299             |random
8.802               |8.802               |686.982             |random
8.413               |8.413               |771.636             |random
8.207               |8.207               |796.803             |random
8.207               |8.207               |801.964             |random
7.727               |7.727               |825.948             |random
7.727               |7.727               |836.977             |random
total time : 1000.0051596164703
