/media/sunyu/OS1/suanli/collectionunzip/item_placement_9929
obj                 |bestobj             |time                |
32.265              |32.265              |50.062              |INIT
27.487              |27.487              |58.467              |KS2
27.008              |27.008              |62.214              |random
26.452              |26.452              |65.261              |lns
25.040              |25.040              |68.919              |lns
20.173              |20.173              |75.752              |random
17.194              |17.194              |92.176              |random
16.460              |16.460              |118.654             |random
15.933              |15.933              |126.031             |random
15.923              |15.923              |133.298             |lns
15.266              |15.266              |142.711             |random
15.220              |15.220              |150.420             |lns
14.413              |14.413              |156.563             |random
14.200              |14.200              |163.296             |lns
14.058              |14.058              |475.716             |random
13.962              |13.962              |592.391             |random
13.962              |13.962              |607.188             |random
13.909              |13.909              |624.260             |random
13.192              |13.192              |642.336             |random
13.083              |13.083              |695.579             |random
12.861              |12.861              |942.689             |random
12.861              |12.861              |969.065             |random
total time : 1000.0063400268555
