/media/sunyu/OS1/suanli/collectionunzip/SET4_30
obj                 |bestobj             |time                |
3532976.880         |3532976.880         |0.194               |INIT
320809.237          |320809.237          |50.220              |KS2
305609.970          |305609.970          |100.238             |KS2
305203.746          |305203.746          |142.585             |KS2
305203.716          |305203.716          |192.607             |KS2
270502.885          |270502.885          |242.629             |KS2
270141.189          |270141.189          |255.570             |crossover
268534.687          |268534.687          |258.070             |lns
268534.687          |268534.687          |263.485             |random
268534.617          |268534.617          |367.368             |random
268534.617          |268534.617          |453.339             |random
total time : 1000.0085828304291
