/media/sunyu/OS1/suanli/collectionunzip/anonymous_76
obj                 |bestobj             |time                |
694106.998          |694106.998          |173.670             |INIT
627039.025          |627039.025          |178.674             |KS2
536135.642          |536135.642          |198.435             |KS2
411931.266          |411931.266          |236.442             |KS2
411931.256          |411931.256          |254.543             |KS2
411931.256          |411931.256          |305.165             |KS2
410832.977          |410832.977          |352.612             |lns
404517.384          |404517.384          |407.138             |lns
404517.384          |404517.384          |624.517             |random
404517.374          |404517.374          |655.667             |random
404288.905          |404288.905          |756.693             |random
404040.238          |404040.238          |857.193             |random
404040.228          |404040.228          |957.706             |random
total time : 1000.8615407943726
