/media/sunyu/OS1/suanli/collectionunzip/item_placement_9943
obj                 |bestobj             |time                |
31.594              |31.594              |50.042              |INIT
30.392              |30.392              |64.138              |random
29.996              |29.996              |72.136              |lns
29.056              |29.056              |78.708              |random
28.926              |28.926              |117.621             |random
28.757              |28.757              |220.597             |random
28.710              |28.710              |256.438             |random
28.057              |28.057              |273.601             |random
27.170              |27.170              |297.543             |random
27.128              |27.128              |309.346             |random
26.397              |26.397              |340.887             |random
26.397              |26.397              |415.944             |random
26.396              |26.396              |497.442             |random
26.396              |26.396              |543.488             |random
26.187              |26.187              |733.972             |random
26.187              |26.187              |738.003             |random
26.173              |26.173              |749.302             |random
25.974              |25.974              |759.908             |random
25.799              |25.799              |808.396             |random
25.799              |25.799              |888.176             |random
25.161              |25.161              |916.547             |random
25.161              |25.161              |929.660             |random
total time : 1000.004608631134
