/media/sunyu/OS1/suanli/collectionunzip/item_placement_9913
obj                 |bestobj             |time                |
41.231              |41.231              |50.056              |INIT
36.642              |36.642              |53.528              |KS2
28.319              |28.319              |65.726              |KS2
28.247              |28.247              |66.820              |random
26.058              |26.058              |75.205              |lns
25.998              |25.998              |77.903              |random
24.782              |24.782              |82.745              |lns
24.683              |24.683              |99.114              |random
24.588              |24.588              |103.262             |random
24.283              |24.283              |110.918             |lns
23.754              |23.754              |121.790             |random
23.727              |23.727              |136.189             |random
22.891              |22.891              |148.386             |random
22.675              |22.675              |157.275             |random
22.365              |22.365              |162.528             |random
22.098              |22.098              |211.788             |random
21.950              |21.950              |225.865             |random
21.689              |21.689              |248.901             |random
21.364              |21.364              |295.968             |random
20.481              |20.481              |320.552             |random
20.478              |20.478              |331.007             |random
20.435              |20.435              |357.143             |random
20.246              |20.246              |397.284             |random
20.246              |20.246              |485.962             |random
20.166              |20.166              |537.264             |random
20.153              |20.153              |635.182             |random
19.964              |19.964              |643.687             |lns
19.855              |19.855              |697.496             |random
19.834              |19.834              |707.218             |random
total time : 1000.0084969997406
