/media/sunyu/OS1/suanli/collectionunzip/SET4_22
obj                 |bestobj             |time                |
3407302.808         |3407302.808         |0.116               |INIT
203876.764          |203876.764          |50.132              |KS2
194895.312          |194895.312          |107.411             |KS2
194696.158          |194696.158          |157.425             |KS2
136764.314          |136764.314          |207.439             |KS2
133365.154          |133365.154          |244.447             |KS2
133360.888          |133360.888          |248.692             |lns
129613.056          |129613.056          |251.042             |lns
129613.056          |129613.056          |252.409             |random
129533.366          |129533.366          |255.443             |random
124684.722          |124684.722          |260.060             |random
123479.627          |123479.627          |299.830             |random
122316.853          |122316.853          |400.082             |lns
121808.264          |121808.264          |472.453             |random
121419.772          |121419.772          |556.221             |random
121419.772          |121419.772          |653.075             |random
121419.772          |121419.772          |724.759             |random
121419.762          |121419.762          |816.129             |random
121261.753          |121261.753          |843.999             |random
121261.753          |121261.753          |930.848             |random
total time : 1000.1223061084747
