/media/sunyu/OS1/suanli/collectionunzip/item_placement_9994
obj                 |bestobj             |time                |
25.192              |25.192              |50.039              |INIT
20.368              |20.368              |55.044              |KS2
19.050              |19.050              |63.599              |lns
19.035              |19.035              |66.274              |lns
19.035              |19.035              |68.132              |random
18.723              |18.723              |71.822              |lns
18.275              |18.275              |82.826              |random
18.233              |18.233              |88.414              |random
17.366              |17.366              |94.209              |random
16.705              |16.705              |148.548             |random
16.156              |16.156              |157.767             |random
16.095              |16.095              |185.184             |random
15.642              |15.642              |216.770             |random
15.497              |15.497              |242.564             |random
15.486              |15.486              |264.444             |random
15.476              |15.476              |270.697             |random
15.465              |15.465              |281.632             |random
15.304              |15.304              |287.749             |random
15.290              |15.290              |378.798             |random
15.252              |15.252              |511.875             |random
14.880              |14.880              |541.172             |random
14.617              |14.617              |550.103             |random
14.010              |14.010              |558.286             |lns
13.971              |13.971              |566.006             |lns
13.750              |13.750              |577.492             |random
13.662              |13.662              |617.951             |random
13.622              |13.622              |680.320             |random
13.352              |13.352              |726.035             |random
12.311              |12.311              |740.576             |random
12.264              |12.264              |801.301             |random
12.103              |12.103              |817.387             |random
12.103              |12.103              |881.368             |random
total time : 1000.0038673877716
