/media/sunyu/OS1/suanli/collectionunzip/item_placement_9920
obj                 |bestobj             |time                |
36.651              |36.651              |50.042              |INIT
32.566              |32.566              |54.966              |KS2
32.369              |32.369              |66.683              |lns
32.285              |32.285              |68.312              |random
31.754              |31.754              |75.824              |random
30.222              |30.222              |82.761              |lns
28.102              |28.102              |87.846              |random
27.633              |27.633              |97.656              |random
27.504              |27.504              |111.269             |random
27.103              |27.103              |132.477             |random
26.921              |26.921              |142.225             |random
26.766              |26.766              |161.663             |random
26.299              |26.299              |194.932             |random
26.200              |26.200              |203.994             |random
25.975              |25.975              |221.469             |random
25.938              |25.938              |231.755             |random
25.913              |25.913              |259.967             |random
25.877              |25.877              |293.132             |random
25.687              |25.687              |487.171             |random
25.674              |25.674              |536.165             |random
25.554              |25.554              |596.854             |random
25.536              |25.536              |604.415             |random
25.523              |25.523              |742.271             |random
25.496              |25.496              |754.882             |random
25.496              |25.496              |767.313             |random
25.483              |25.483              |833.849             |random
25.265              |25.265              |969.166             |random
total time : 1000.005048751831
