/media/sunyu/OS1/suanli/collectionunzip/neos-873061
obj                 |bestobj             |time                |
143.129             |143.129             |56.737              |INIT
141.110             |141.110             |107.712             |KS2
141.109             |141.109             |158.704             |KS2
140.573             |140.573             |260.623             |KS2
140.568             |140.568             |311.601             |KS2
140.568             |140.568             |366.652             |crossover
140.528             |140.528             |505.333             |random
140.525             |140.525             |627.537             |lns
138.468             |138.468             |728.525             |lns
138.433             |138.433             |872.836             |random
138.372             |138.372             |974.020             |lns
138.372             |138.372             |1001.846            |random
total time : 1001.8497037887573
