/media/sunyu/OS1/suanli/collectionunzip/item_placement_9996
obj                 |bestobj             |time                |
34.450              |34.450              |50.043              |INIT
34.210              |34.210              |52.508              |KS2
33.929              |33.929              |56.853              |KS2
32.887              |32.887              |63.093              |KS2
32.626              |32.626              |71.288              |lns
31.133              |31.133              |71.536              |lns
31.123              |31.123              |71.856              |random
31.123              |31.123              |74.661              |random
25.886              |25.886              |81.054              |random
25.511              |25.511              |87.707              |random
25.495              |25.495              |104.483             |random
25.402              |25.402              |115.834             |random
24.112              |24.112              |125.871             |random
23.769              |23.769              |134.026             |random
23.146              |23.146              |142.358             |random
22.890              |22.890              |147.216             |lns
22.799              |22.799              |166.782             |random
22.706              |22.706              |190.835             |random
22.577              |22.577              |199.394             |lns
22.548              |22.548              |206.272             |random
21.154              |21.154              |219.232             |random
21.122              |21.122              |241.361             |random
21.112              |21.112              |247.700             |lns
21.093              |21.093              |255.071             |lns
21.007              |21.007              |261.758             |random
21.000              |21.000              |305.006             |random
20.794              |20.794              |353.923             |random
20.794              |20.794              |377.250             |random
20.664              |20.664              |393.873             |random
20.043              |20.043              |403.374             |random
20.043              |20.043              |436.925             |random
19.927              |19.927              |471.401             |random
19.905              |19.905              |489.359             |random
19.127              |19.127              |502.000             |random
18.915              |18.915              |507.904             |random
total time : 1000.0040538311005
