/media/sunyu/OS1/suanli/collectionunzip/a1c1s1
obj                 |bestobj             |time                |
20907.521           |20907.521           |0.426               |KS1
13446.969           |13446.969           |47.927              |KS2
13085.661           |13085.661           |84.798              |KS2
12304.444           |12304.444           |134.812             |KS2
12119.253           |12119.253           |184.827             |KS2
11850.381           |11850.381           |234.844             |KS2
11761.815           |11761.815           |284.855             |KS2
11752.000           |11752.000           |294.404             |crossover
11752.000           |11752.000           |295.084             |random
11746.673           |11746.673           |299.671             |random
11746.673           |11746.673           |301.019             |random
11716.309           |11716.309           |316.069             |random
11716.309           |11716.309           |357.957             |random
11710.509           |11710.509           |359.790             |lns
11710.509           |11710.509           |365.250             |random
11710.509           |11710.509           |437.922             |random
11710.509           |11710.509           |550.773             |random
11710.509           |11710.509           |865.146             |random
total time : 1000.0148115158081
