/media/sunyu/OS1/suanli/collectionunzip/item_placement_9954
obj                 |bestobj             |time                |
28.574              |28.574              |50.048              |INIT
24.259              |24.259              |53.010              |KS2
22.227              |22.227              |57.721              |KS2
22.227              |22.227              |69.989              |random
22.028              |22.028              |74.315              |random
21.780              |21.780              |79.182              |random
21.101              |21.101              |87.731              |random
20.568              |20.568              |97.514              |random
20.290              |20.290              |106.832             |random
20.272              |20.272              |146.470             |random
19.346              |19.346              |171.577             |random
18.622              |18.622              |191.533             |random
18.620              |18.620              |210.979             |random
18.596              |18.596              |221.041             |random
17.270              |17.270              |248.573             |random
16.406              |16.406              |262.896             |random
16.160              |16.160              |276.466             |random
15.681              |15.681              |285.289             |lns
15.681              |15.681              |289.546             |random
15.062              |15.062              |298.777             |random
15.043              |15.043              |313.395             |random
14.675              |14.675              |325.655             |random
14.017              |14.017              |346.715             |random
13.938              |13.938              |368.878             |random
13.938              |13.938              |416.505             |random
13.872              |13.872              |514.662             |random
13.412              |13.412              |524.788             |random
12.993              |12.993              |585.944             |random
12.545              |12.545              |614.895             |random
11.904              |11.904              |626.121             |random
11.775              |11.775              |661.777             |random
11.514              |11.514              |683.121             |random
11.050              |11.050              |733.440             |random
10.507              |10.507              |751.677             |random
10.248              |10.248              |768.887             |random
10.032              |10.032              |783.705             |random
9.375               |9.375               |796.923             |random
9.375               |9.375               |801.173             |random
9.288               |9.288               |814.418             |random
9.288               |9.288               |822.020             |random
9.286               |9.286               |834.229             |random
9.286               |9.286               |842.193             |random
9.286               |9.286               |999.181             |random
total time : 1000.1127259731293
