/media/sunyu/OS1/suanli/collectionunzip/SET4_06
obj                 |bestobj             |time                |
3075765.808         |3075765.808         |0.226               |INIT
174482.254          |174482.254          |50.249              |KS2
167679.281          |167679.281          |100.269             |KS2
134492.081          |134492.081          |150.291             |KS2
130293.851          |130293.851          |200.315             |KS2
91313.068           |91313.068           |250.338             |KS2
87738.046           |87738.046           |296.291             |KS2
87380.189           |87380.189           |305.816             |crossover
86442.493           |86442.493           |308.021             |random
86244.922           |86244.922           |309.849             |lns
86238.725           |86238.725           |333.365             |lns
84143.629           |84143.629           |352.969             |random
83786.293           |83786.293           |364.554             |random
82878.572           |82878.572           |380.030             |random
82033.327           |82033.327           |394.336             |random
82033.297           |82033.297           |496.689             |random
81538.789           |81538.789           |597.670             |random
81538.789           |81538.789           |675.574             |random
81538.779           |81538.779           |740.347             |random
80333.877           |80333.877           |864.544             |random
79760.470           |79760.470           |964.564             |lns
76658.426           |76658.426           |1000.019            |lns
total time : 1000.0193028450012
