/media/sunyu/OS1/suanli/collectionunzip/anonymous_71
obj                 |bestobj             |time                |
582194.721          |582194.721          |5.168               |INIT
582148.832          |582148.832          |5.236               |KS2
581976.107          |581976.107          |5.300               |KS2
492720.691          |492720.691          |7.133               |KS2
492531.776          |492531.776          |8.048               |lns
492531.766          |492531.766          |9.070               |lns
490442.589          |490442.589          |9.105               |lns
490442.589          |490442.589          |9.169               |random
490442.359          |490442.359          |14.636              |lns
490442.359          |490442.359          |14.828              |random
485564.875          |485564.875          |15.750              |random
485511.677          |485511.677          |36.291              |lns
482004.537          |482004.537          |64.899              |lns
446538.873          |446538.873          |88.635              |lns
329616.474          |329616.474          |93.095              |lns
329523.085          |329523.085          |104.046             |lns
329444.357          |329444.357          |105.907             |random
329437.588          |329437.588          |116.280             |lns
329437.568          |329437.568          |118.961             |lns
329351.529          |329351.529          |120.488             |random
329351.259          |329351.259          |164.000             |lns
329314.182          |329314.182          |226.488             |lns
312505.646          |312505.646          |253.857             |lns
237699.924          |237699.924          |282.197             |lns
237652.693          |237652.693          |300.082             |random
237588.234          |237588.234          |311.150             |lns
237588.234          |237588.234          |331.738             |random
237588.234          |237588.234          |345.571             |random
237582.382          |237582.382          |354.213             |random
237582.142          |237582.142          |395.584             |lns
237582.022          |237582.022          |440.457             |lns
237582.002          |237582.002          |468.015             |lns
209282.473          |209282.473          |479.770             |random
209282.213          |209282.213          |527.023             |lns
209282.213          |209282.213          |537.511             |random
209192.479          |209192.479          |550.704             |random
209192.139          |209192.139          |608.472             |lns
209192.139          |209192.139          |621.012             |random
209165.015          |209165.015          |633.729             |random
209165.015          |209165.015          |640.892             |random
209062.440          |209062.440          |708.213             |lns
209033.877          |209033.877          |760.164             |lns
209033.557          |209033.557          |823.218             |lns
209018.951          |209018.951          |883.142             |lns
209018.881          |209018.881          |916.374             |lns
209018.801          |209018.801          |952.067             |lns
208952.432          |208952.432          |975.812             |random
208869.641          |208869.641          |1000.021            |lns
total time : 1000.0208880901337
