/media/sunyu/OS1/suanli/collectionunzip/item_placement_9942
obj                 |bestobj             |time                |
28.925              |28.925              |50.040              |INIT
24.068              |24.068              |58.437              |KS2
22.947              |22.947              |64.933              |random
22.530              |22.530              |69.433              |lns
21.595              |21.595              |73.981              |random
18.984              |18.984              |88.807              |random
18.286              |18.286              |158.035             |random
17.858              |17.858              |166.138             |random
17.679              |17.679              |172.694             |random
17.679              |17.679              |177.868             |random
17.425              |17.425              |209.453             |random
17.425              |17.425              |218.341             |random
17.415              |17.415              |233.501             |random
17.414              |17.414              |242.540             |random
17.400              |17.400              |341.984             |random
17.091              |17.091              |352.834             |random
17.091              |17.091              |363.041             |random
17.039              |17.039              |545.129             |random
16.904              |16.904              |562.611             |random
16.904              |16.904              |581.418             |random
16.810              |16.810              |594.722             |random
16.796              |16.796              |618.280             |random
16.684              |16.684              |701.996             |random
16.661              |16.661              |844.859             |random
16.533              |16.533              |894.277             |random
16.533              |16.533              |900.582             |random
total time : 1000.0106966495514
