/media/sunyu/OS1/suanli/collectionunzip/SET4_19
obj                 |bestobj             |time                |
2769623.025         |2769623.025         |0.141               |INIT
121978.641          |121978.641          |50.166              |KS2
113940.145          |113940.145          |109.040             |KS2
105020.139          |105020.139          |159.065             |KS2
48687.040           |48687.040           |209.089             |KS2
47554.163           |47554.163           |225.082             |crossover
47453.902           |47453.902           |226.059             |lns
46171.419           |46171.419           |228.487             |lns
45093.315           |45093.315           |231.222             |random
45092.789           |45092.789           |232.136             |lns
44367.561           |44367.561           |234.893             |random
42364.869           |42364.869           |238.773             |lns
37596.060           |37596.060           |240.431             |random
37121.668           |37121.668           |312.962             |lns
36996.703           |36996.703           |346.285             |random
35100.653           |35100.653           |430.554             |lns
35056.045           |35056.045           |530.834             |lns
33284.637           |33284.637           |630.855             |lns
33284.637           |33284.637           |652.140             |random
33284.617           |33284.617           |761.007             |random
total time : 1000.0111789703369
