/media/sunyu/OS1/suanli/collectionunzip/SET4_02
obj                 |bestobj             |time                |
3159321.297         |3159321.297         |0.144               |INIT
187582.157          |187582.157          |50.171              |KS2
159436.423          |159436.423          |100.183             |KS2
158378.177          |158378.177          |150.205             |KS2
94515.010           |94515.010           |229.921             |KS2
90470.391           |90470.391           |279.944             |KS2
89704.230           |89704.230           |293.730             |crossover
89604.296           |89604.296           |294.831             |lns
88269.224           |88269.224           |297.041             |lns
86618.268           |86618.268           |298.121             |random
86196.798           |86196.798           |299.865             |lns
83449.712           |83449.712           |301.221             |random
82680.886           |82680.886           |305.100             |lns
82533.874           |82533.874           |307.452             |random
81981.780           |81981.780           |407.475             |lns
81981.760           |81981.760           |514.400             |random
81411.440           |81411.440           |549.926             |random
80818.674           |80818.674           |655.909             |random
80637.606           |80637.606           |727.280             |random
80277.975           |80277.975           |835.527             |random
78925.240           |78925.240           |937.046             |random
total time : 1000.1305656433105
