/media/sunyu/OS1/suanli/collectionunzip/SET4_05
obj                 |bestobj             |time                |
3156671.124         |3156671.124         |0.138               |INIT
201603.246          |201603.246          |50.162              |KS2
150739.432          |150739.432          |100.185             |KS2
94519.119           |94519.119           |250.248             |KS2
90028.698           |90028.698           |300.261             |KS2
88898.459           |88898.459           |305.252             |crossover
83859.420           |83859.420           |309.168             |lns
83834.082           |83834.082           |311.162             |random
83834.082           |83834.082           |371.799             |random
83423.029           |83423.029           |430.991             |random
82769.162           |82769.162           |499.627             |lns
82086.585           |82086.585           |562.537             |random
81670.778           |81670.778           |637.872             |random
81670.778           |81670.778           |726.402             |random
80507.842           |80507.842           |826.425             |lns
80507.842           |80507.842           |922.716             |random
total time : 1000.0080828666687
