/media/sunyu/OS1/suanli/collectionunzip/anonymous_48
obj                 |bestobj             |time                |
357823.154          |357823.154          |2.106               |INIT
356769.492          |356769.492          |2.188               |KS2
353247.959          |353247.959          |2.514               |KS2
353090.134          |353090.134          |2.699               |KS2
229012.549          |229012.549          |4.706               |KS2
229012.549          |229012.549          |4.855               |KS2
228959.572          |228959.572          |8.369               |random
227124.670          |227124.670          |11.067              |lns
222221.106          |222221.106          |16.325              |lns
222221.076          |222221.076          |21.811              |lns
208432.642          |208432.642          |65.545              |random
141710.506          |141710.506          |68.767              |random
140529.994          |140529.994          |70.927              |lns
139815.668          |139815.668          |73.528              |lns
139815.548          |139815.548          |80.000              |lns
139815.548          |139815.548          |83.558              |random
89295.079           |89295.079           |110.153             |lns
78399.098           |78399.098           |115.336             |lns
76142.892           |76142.892           |118.715             |random
76142.892           |76142.892           |121.167             |random
76142.892           |76142.892           |124.953             |random
76077.096           |76077.096           |134.012             |lns
76077.096           |76077.096           |138.466             |random
76077.096           |76077.096           |146.996             |random
76077.096           |76077.096           |155.580             |random
76077.096           |76077.096           |157.668             |random
76077.096           |76077.096           |159.956             |random
76077.096           |76077.096           |163.999             |random
76077.076           |76077.076           |166.506             |lns
total time : 1000.026896238327
