/media/sunyu/OS1/suanli/collectionunzip/item_placement_9900
obj                 |bestobj             |time                |
35.950              |35.950              |50.040              |INIT
31.355              |31.355              |54.635              |KS2
29.848              |29.848              |57.524              |KS2
28.141              |28.141              |62.184              |KS2
27.838              |27.838              |78.237              |lns
26.756              |26.756              |79.918              |random
26.398              |26.398              |83.490              |random
25.479              |25.479              |87.091              |lns
25.161              |25.161              |91.455              |lns
25.065              |25.065              |95.559              |random
24.557              |24.557              |100.750             |lns
23.672              |23.672              |108.248             |random
22.720              |22.720              |116.730             |lns
22.384              |22.384              |122.728             |random
21.422              |21.422              |128.575             |random
20.346              |20.346              |149.587             |random
20.310              |20.310              |172.911             |random
19.657              |19.657              |180.302             |lns
19.340              |19.340              |187.633             |lns
16.384              |16.384              |197.258             |random
15.525              |15.525              |203.723             |random
15.448              |15.448              |211.107             |random
15.344              |15.344              |220.440             |random
14.988              |14.988              |227.922             |lns
14.530              |14.530              |248.143             |random
14.530              |14.530              |256.539             |random
14.389              |14.389              |316.437             |random
14.389              |14.389              |321.185             |random
14.210              |14.210              |326.726             |random
13.621              |13.621              |340.363             |random
13.276              |13.276              |350.301             |random
13.221              |13.221              |442.721             |random
12.891              |12.891              |464.177             |random
12.856              |12.856              |520.715             |random
12.856              |12.856              |528.267             |random
12.856              |12.856              |559.382             |random
12.488              |12.488              |571.948             |random
12.488              |12.488              |576.193             |random
12.415              |12.415              |879.998             |random
12.415              |12.415              |886.345             |random
total time : 1000.0038058757782
