/media/sunyu/OS1/suanli/collectionunzip/anonymous_63
obj                 |bestobj             |time                |
477861.608          |477861.608          |112.534             |INIT
371561.810          |371561.810          |112.953             |KS2
371420.111          |371420.111          |113.645             |KS2
283845.767          |283845.767          |114.929             |KS2
273700.434          |273700.434          |118.302             |KS2
273700.434          |273700.434          |168.378             |KS2
273700.214          |273700.214          |315.956             |lns
273700.034          |273700.034          |464.208             |lns
273700.034          |273700.034          |486.511             |random
246548.408          |246548.408          |556.897             |random
246548.398          |246548.398          |656.970             |lns
245256.418          |245256.418          |824.147             |lns
232482.625          |232482.625          |984.784             |random
232482.625          |232482.625          |1000.386            |random
total time : 1000.3868029117584
