/media/sunyu/OS1/suanli/collectionunzip/item_placement_9939
obj                 |bestobj             |time                |
35.832              |35.832              |50.051              |INIT
32.077              |32.077              |56.381              |KS2
29.931              |29.931              |61.614              |KS2
29.064              |29.064              |65.954              |KS2
27.019              |27.019              |76.127              |KS2
26.526              |26.526              |76.195              |crossover
26.526              |26.526              |79.053              |random
26.436              |26.436              |89.139              |random
24.198              |24.198              |101.882             |random
24.080              |24.080              |113.526             |random
23.727              |23.727              |208.741             |random
23.727              |23.727              |214.956             |random
23.274              |23.274              |233.931             |random
22.717              |22.717              |240.193             |random
22.253              |22.253              |258.072             |random
22.100              |22.100              |271.660             |random
22.100              |22.100              |287.143             |random
21.811              |21.811              |394.522             |random
21.670              |21.670              |564.672             |random
21.349              |21.349              |636.548             |random
21.169              |21.169              |653.357             |random
20.980              |20.980              |709.706             |random
20.827              |20.827              |745.401             |random
20.685              |20.685              |817.166             |random
20.685              |20.685              |822.679             |random
20.566              |20.566              |851.399             |random
total time : 1000.0054671764374
