/media/sunyu/OS1/suanli/collectionunzip/item_placement_9915
obj                 |bestobj             |time                |
36.960              |36.960              |50.047              |INIT
36.557              |36.557              |58.132              |random
35.536              |35.536              |62.293              |lns
35.536              |35.536              |63.487              |random
35.253              |35.253              |90.718              |random
34.636              |34.636              |102.941             |random
34.457              |34.457              |124.368             |random
34.149              |34.149              |134.817             |random
33.856              |33.856              |143.452             |random
33.647              |33.647              |157.275             |random
33.582              |33.582              |165.213             |random
33.185              |33.185              |172.446             |random
33.101              |33.101              |180.460             |lns
32.582              |32.582              |204.907             |random
32.582              |32.582              |228.866             |random
32.461              |32.461              |315.460             |random
32.461              |32.461              |339.617             |random
32.075              |32.075              |344.464             |lns
31.762              |31.762              |362.894             |random
31.622              |31.622              |378.237             |random
31.622              |31.622              |399.476             |random
31.541              |31.541              |419.806             |random
31.529              |31.529              |525.088             |random
31.529              |31.529              |528.655             |random
31.478              |31.478              |573.172             |random
31.462              |31.462              |605.618             |random
total time : 1000.0052626132965
