/media/sunyu/OS1/suanli/collectionunzip/anonymous_74
obj                 |bestobj             |time                |
233659.731          |233659.731          |3.644               |INIT
233659.731          |233659.731          |3.684               |KS2
233614.888          |233614.888          |3.719               |KS2
233614.888          |233614.888          |3.755               |KS2
229966.892          |229966.892          |3.791               |KS2
166366.594          |166366.594          |15.621              |KS2
166366.594          |166366.594          |15.735              |KS2
166366.594          |166366.594          |15.958              |random
166366.574          |166366.574          |16.256              |lns
166344.627          |166344.627          |16.947              |random
166344.627          |166344.627          |20.857              |random
166344.627          |166344.627          |31.259              |random
166313.550          |166313.550          |72.408              |lns
162391.928          |162391.928          |81.745              |lns
162391.908          |162391.908          |107.108             |lns
162391.908          |162391.908          |115.615             |random
162391.908          |162391.908          |121.180             |random
162391.908          |162391.908          |126.482             |random
162391.908          |162391.908          |132.859             |random
162391.908          |162391.908          |137.374             |random
162391.908          |162391.908          |141.115             |random
162391.898          |162391.898          |153.831             |random
162391.898          |162391.898          |158.218             |random
162391.898          |162391.898          |161.490             |random
162391.898          |162391.898          |165.494             |random
162391.898          |162391.898          |169.792             |random
162391.898          |162391.898          |182.417             |random
162391.898          |162391.898          |187.670             |random
162391.898          |162391.898          |200.382             |random
162391.898          |162391.898          |207.660             |random
162391.688          |162391.688          |218.979             |lns
162338.970          |162338.970          |258.673             |random
162338.970          |162338.970          |262.712             |random
162338.970          |162338.970          |273.804             |random
162338.970          |162338.970          |278.358             |random
162338.970          |162338.970          |282.391             |random
162338.970          |162338.970          |286.839             |random
162338.970          |162338.970          |290.762             |random
162338.970          |162338.970          |302.998             |random
162338.970          |162338.970          |307.400             |random
162338.970          |162338.970          |316.645             |random
162338.970          |162338.970          |321.374             |random
162338.970          |162338.970          |326.004             |random
162338.970          |162338.970          |330.501             |random
162338.970          |162338.970          |337.441             |random
162338.970          |162338.970          |345.794             |random
162338.970          |162338.970          |350.663             |random
162336.612          |162336.612          |360.736             |random
160816.812          |160816.812          |368.559             |lns
160816.812          |160816.812          |372.391             |random
159547.264          |159547.264          |377.132             |random
159547.264          |159547.264          |381.357             |random
144158.127          |144158.127          |392.449             |lns
144130.932          |144130.932          |399.349             |lns
144130.932          |144130.932          |404.448             |random
144130.762          |144130.762          |427.142             |lns
144130.762          |144130.762          |433.850             |random
143667.078          |143667.078          |451.341             |random
143667.078          |143667.078          |455.640             |random
143667.078          |143667.078          |460.825             |random
143667.078          |143667.078          |466.372             |random
143667.078          |143667.078          |472.893             |random
143667.078          |143667.078          |478.511             |random
143666.978          |143666.978          |488.907             |lns
143666.978          |143666.978          |493.380             |random
143564.505          |143564.505          |659.900             |random
143547.964          |143547.964          |663.194             |lns
143547.964          |143547.964          |668.074             |random
143547.844          |143547.844          |678.224             |lns
141747.488          |141747.488          |683.763             |random
141538.158          |141538.158          |688.026             |lns
140897.338          |140897.338          |691.759             |random
140897.338          |140897.338          |707.282             |random
140897.338          |140897.338          |728.264             |random
140897.338          |140897.338          |733.470             |random
140897.338          |140897.338          |739.147             |random
140897.338          |140897.338          |744.490             |random
140848.367          |140848.367          |751.405             |random
140848.367          |140848.367          |758.122             |random
140848.367          |140848.367          |765.162             |random
140848.367          |140848.367          |783.230             |random
140848.367          |140848.367          |787.813             |random
140848.367          |140848.367          |790.903             |random
140848.367          |140848.367          |813.658             |random
140848.287          |140848.287          |818.872             |lns
140822.222          |140822.222          |852.473             |random
140822.222          |140822.222          |856.396             |random
140822.222          |140822.222          |863.758             |random
140822.222          |140822.222          |867.729             |random
140822.222          |140822.222          |871.916             |random
140822.222          |140822.222          |879.982             |random
140822.222          |140822.222          |887.695             |random
140822.222          |140822.222          |893.115             |random
140822.222          |140822.222          |896.291             |random
140822.222          |140822.222          |900.729             |random
140822.222          |140822.222          |908.241             |random
140822.222          |140822.222          |915.840             |random
140822.222          |140822.222          |940.101             |random
140822.222          |140822.222          |945.090             |random
140822.222          |140822.222          |950.084             |random
140822.222          |140822.222          |953.754             |random
140822.222          |140822.222          |968.318             |random
140822.222          |140822.222          |974.312             |random
140822.222          |140822.222          |989.437             |random
140822.222          |140822.222          |996.209             |random
total time : 1000.0793223381042
