/media/sunyu/OS1/suanli/collectionunzip/SET3_12
obj                 |bestobj             |time                |
3244509.610         |3244509.610         |0.143               |INIT
521396.897          |521396.897          |50.166              |KS2
392394.101          |392394.101          |100.187             |KS2
368298.716          |368298.716          |150.207             |KS2
279605.500          |279605.500          |200.228             |KS2
248937.544          |248937.544          |250.248             |KS2
245324.161          |245324.161          |300.258             |KS2
240767.756          |240767.756          |333.889             |lns
240168.493          |240168.493          |355.099             |random
239479.728          |239479.728          |377.075             |random
223987.052          |223987.052          |477.096             |lns
221269.147          |221269.147          |577.404             |lns
219763.630          |219763.630          |642.858             |random
219343.553          |219343.553          |749.670             |random
219117.165          |219117.165          |774.251             |random
219117.165          |219117.165          |804.724             |random
217822.265          |217822.265          |900.722             |random
217561.164          |217561.164          |949.865             |random
217561.164          |217561.164          |969.870             |random
total time : 1000.1337308883667
