/media/sunyu/OS1/suanli/collectionunzip/item_placement_9940
obj                 |bestobj             |time                |
47.072              |47.072              |50.042              |INIT
46.237              |46.237              |57.982              |random
41.115              |41.115              |61.109              |random
40.897              |40.897              |67.035              |lns
36.171              |36.171              |81.665              |random
36.040              |36.040              |88.469              |random
35.582              |35.582              |95.725              |random
33.483              |33.483              |101.167             |random
33.233              |33.233              |128.686             |random
32.018              |32.018              |134.054             |lns
31.708              |31.708              |145.268             |random
31.408              |31.408              |153.658             |random
31.253              |31.253              |160.344             |random
30.925              |30.925              |169.339             |random
30.418              |30.418              |205.785             |random
30.274              |30.274              |262.488             |random
29.457              |29.457              |275.145             |random
29.333              |29.333              |316.693             |random
29.333              |29.333              |325.247             |random
28.927              |28.927              |336.804             |random
28.605              |28.605              |365.656             |random
28.481              |28.481              |388.044             |random
28.481              |28.481              |397.180             |random
28.371              |28.371              |427.516             |random
27.882              |27.882              |873.367             |random
27.667              |27.667              |979.607             |random
27.667              |27.667              |983.372             |random
total time : 1000.0047421455383
