/media/sunyu/OS1/suanli/collectionunzip/item_placement_9917
obj                 |bestobj             |time                |
31.730              |31.730              |50.041              |INIT
30.045              |30.045              |59.890              |lns
30.023              |30.023              |61.383              |random
23.475              |23.475              |64.656              |lns
20.988              |20.988              |65.843              |lns
20.971              |20.971              |69.136              |random
20.958              |20.958              |81.619              |random
19.488              |19.488              |88.062              |random
18.122              |18.122              |95.361              |random
18.039              |18.039              |101.108             |random
18.039              |18.039              |112.029             |random
17.983              |17.983              |161.912             |random
17.594              |17.594              |176.000             |random
17.583              |17.583              |214.023             |random
17.167              |17.167              |253.918             |random
17.153              |17.153              |655.786             |random
total time : 1000.0045619010925
