/media/sunyu/OS1/suanli/collectionunzip/SET3_03
obj                 |bestobj             |time                |
3047891.617         |3047891.617         |0.133               |INIT
512526.515          |512526.515          |50.157              |KS2
392326.633          |392326.633          |100.178             |KS2
320999.918          |320999.918          |150.198             |KS2
317485.860          |317485.860          |200.219             |KS2
297779.468          |297779.468          |250.231             |KS2
293313.149          |293313.149          |282.178             |crossover
289063.452          |289063.452          |286.212             |lns
289063.432          |289063.432          |288.641             |lns
284007.492          |284007.492          |294.754             |lns
278238.034          |278238.034          |299.251             |lns
278012.037          |278012.037          |302.353             |random
278012.027          |278012.027          |306.235             |lns
273785.553          |273785.553          |366.010             |random
266222.604          |266222.604          |383.226             |random
260768.782          |260768.782          |404.005             |random
259848.169          |259848.169          |453.068             |random
253679.348          |253679.348          |553.092             |lns
253663.680          |253663.680          |657.552             |random
253329.728          |253329.728          |682.257             |random
250661.603          |250661.603          |704.456             |random
250306.735          |250306.735          |812.674             |random
249253.699          |249253.699          |837.308             |random
248620.268          |248620.268          |862.834             |random
248366.673          |248366.673          |883.506             |random
248030.409          |248030.409          |987.986             |random
total time : 1000.1166496276855
