/media/sunyu/OS1/suanli/collectionunzip/item_placement_9930
obj                 |bestobj             |time                |
26.194              |26.194              |50.049              |INIT
24.986              |24.986              |59.864              |random
22.607              |22.607              |64.191              |lns
21.338              |21.338              |69.489              |random
19.476              |19.476              |73.860              |random
19.361              |19.361              |79.916              |random
18.866              |18.866              |104.139             |random
18.587              |18.587              |112.442             |random
17.685              |17.685              |135.875             |random
16.863              |16.863              |146.202             |random
16.342              |16.342              |154.586             |random
15.356              |15.356              |163.611             |random
15.176              |15.176              |169.316             |random
14.005              |14.005              |371.738             |random
12.537              |12.537              |398.476             |random
12.471              |12.471              |419.879             |random
11.283              |11.283              |438.880             |random
10.380              |10.380              |463.528             |random
10.380              |10.380              |477.245             |random
10.255              |10.255              |517.563             |random
10.255              |10.255              |522.908             |random
9.955               |9.955               |527.791             |random
9.432               |9.432               |563.264             |random
9.432               |9.432               |567.663             |random
9.432               |9.432               |588.075             |random
9.432               |9.432               |602.701             |random
9.275               |9.275               |610.677             |random
9.275               |9.275               |619.719             |random
9.274               |9.274               |631.177             |random
9.273               |9.273               |644.731             |random
9.273               |9.273               |654.204             |random
9.273               |9.273               |669.643             |random
9.273               |9.273               |686.869             |random
9.273               |9.273               |697.059             |random
9.273               |9.273               |707.605             |random
9.273               |9.273               |711.870             |random
9.273               |9.273               |904.946             |random
9.196               |9.196               |952.369             |random
9.196               |9.196               |960.742             |random
8.492               |8.492               |994.000             |random
8.492               |8.492               |997.571             |random
total time : 1000.1117360591888
