/media/sunyu/OS1/suanli/collectionunzip/item_placement_9936
obj                 |bestobj             |time                |
27.559              |27.559              |50.040              |INIT
25.028              |25.028              |56.134              |KS2
19.375              |19.375              |62.059              |KS2
19.128              |19.128              |67.226              |KS2
18.890              |18.890              |72.705              |KS2
18.699              |18.699              |81.613              |random
18.240              |18.240              |88.044              |lns
18.058              |18.058              |93.714              |random
18.044              |18.044              |137.215             |random
17.961              |17.961              |185.383             |random
16.866              |16.866              |191.405             |random
16.029              |16.029              |248.681             |random
15.867              |15.867              |257.792             |lns
15.670              |15.670              |282.806             |random
15.553              |15.553              |293.894             |random
15.553              |15.553              |331.936             |random
15.542              |15.542              |346.451             |random
15.298              |15.298              |367.043             |random
15.279              |15.279              |372.427             |random
15.279              |15.279              |376.094             |random
13.995              |13.995              |432.518             |random
13.995              |13.995              |443.257             |random
13.981              |13.981              |464.399             |random
13.930              |13.930              |479.350             |random
13.593              |13.593              |490.571             |random
13.250              |13.250              |721.287             |random
13.215              |13.215              |730.162             |random
12.741              |12.741              |790.025             |random
12.322              |12.322              |809.569             |random
12.322              |12.322              |864.146             |random
total time : 1000.0040645599365
