/media/sunyu/OS1/suanli/collectionunzip/anonymous_33
obj                 |bestobj             |time                |
8119.030            |8119.030            |104.855             |KS1
8109.050            |8109.050            |105.463             |KS2
8051.800            |8051.800            |105.980             |KS2
8051.650            |8051.650            |117.559             |KS2
8003.420            |8003.420            |125.408             |KS2
7998.500            |7998.500            |125.999             |KS2
7998.380            |7998.380            |127.861             |lns
7998.380            |7998.380            |128.767             |random
7993.500            |7993.500            |131.382             |random
7941.000            |7941.000            |163.803             |lns
7940.920            |7940.920            |169.477             |random
7940.800            |7940.800            |194.966             |lns
total time : 1000.0077664852142
