/media/sunyu/OS1/suanli/collectionunzip/load_balancing_1043
obj                 |bestobj             |time                |
814.000             |814.000             |11.910              |KS1
793.000             |793.000             |62.093              |KS2
792.000             |792.000             |112.255             |KS2
790.000             |790.000             |212.526             |KS2
789.000             |789.000             |262.635             |KS2
785.000             |785.000             |312.839             |crossover
784.000             |784.000             |336.857             |lns
784.000             |784.000             |426.891             |random
784.000             |784.000             |522.116             |random
783.000             |783.000             |658.841             |random
782.000             |782.000             |870.188             |random
total time : 1000.1340253353119
