/media/sunyu/OS1/suanli/collectionunzip/item_placement_9990
obj                 |bestobj             |time                |
24.137              |24.137              |50.053              |INIT
24.009              |24.009              |84.024              |random
21.972              |21.972              |89.128              |lns
21.971              |21.971              |98.002              |random
21.056              |21.056              |105.427             |lns
19.321              |19.321              |113.568             |lns
17.544              |17.544              |120.404             |lns
17.157              |17.157              |126.929             |lns
16.635              |16.635              |134.726             |random
16.098              |16.098              |145.476             |random
16.085              |16.085              |152.385             |random
16.071              |16.071              |160.508             |random
16.070              |16.070              |173.413             |random
16.066              |16.066              |235.946             |random
16.066              |16.066              |576.457             |random
15.956              |15.956              |618.801             |random
15.763              |15.763              |634.509             |random
15.331              |15.331              |649.495             |random
15.223              |15.223              |690.255             |random
14.532              |14.532              |711.843             |random
14.462              |14.462              |753.083             |random
14.437              |14.437              |800.967             |random
14.422              |14.422              |853.925             |random
14.095              |14.095              |867.548             |random
14.091              |14.091              |985.759             |random
total time : 1000.0071356296539
