/media/sunyu/OS1/suanli/collectionunzip/item_placement_9924
obj                 |bestobj             |time                |
21.727              |21.727              |50.043              |INIT
19.817              |19.817              |55.164              |KS2
19.230              |19.230              |60.678              |KS2
14.590              |14.590              |74.403              |KS2
11.996              |11.996              |199.882             |random
11.383              |11.383              |211.154             |random
10.967              |10.967              |217.669             |random
10.967              |10.967              |223.899             |random
10.758              |10.758              |236.655             |random
10.746              |10.746              |244.038             |random
10.512              |10.512              |252.749             |random
10.510              |10.510              |272.046             |random
10.510              |10.510              |290.071             |random
10.510              |10.510              |301.922             |random
10.492              |10.492              |309.958             |random
10.340              |10.340              |316.630             |lns
10.326              |10.326              |344.640             |random
10.326              |10.326              |367.008             |random
10.326              |10.326              |376.124             |random
10.326              |10.326              |381.698             |random
10.324              |10.324              |387.988             |random
10.324              |10.324              |411.063             |random
10.103              |10.103              |482.256             |random
9.516               |9.516               |491.535             |random
9.508               |9.508               |501.260             |random
9.508               |9.508               |511.364             |random
9.476               |9.476               |519.140             |random
9.476               |9.476               |539.771             |random
9.476               |9.476               |606.418             |random
total time : 1000.0046145915985
