/media/sunyu/OS1/suanli/collectionunzip/SET3_09
obj                 |bestobj             |time                |
3083821.587         |3083821.587         |0.137               |INIT
416506.482          |416506.482          |50.160              |KS2
325444.746          |325444.746          |254.550             |lns
325190.209          |325190.209          |256.468             |random
302579.844          |302579.844          |261.311             |lns
297223.630          |297223.630          |263.620             |lns
280992.168          |280992.168          |314.663             |lns
264323.947          |264323.947          |327.016             |random
258447.426          |258447.426          |382.445             |lns
257659.503          |257659.503          |392.381             |random
256519.430          |256519.430          |410.975             |random
238057.741          |238057.741          |511.237             |lns
237359.537          |237359.537          |648.536             |random
236634.578          |236634.578          |676.600             |random
236103.854          |236103.854          |704.968             |random
234755.132          |234755.132          |730.123             |random
229943.270          |229943.270          |758.237             |random
221715.259          |221715.259          |805.711             |random
221078.648          |221078.648          |907.527             |random
total time : 1000.1338920593262
