/media/sunyu/OS1/suanli/collectionunzip/item_placement_9979
obj                 |bestobj             |time                |
27.866              |27.866              |50.043              |INIT
23.312              |23.312              |55.085              |KS2
21.441              |21.441              |62.867              |KS2
19.350              |19.350              |67.100              |KS2
19.335              |19.335              |71.273              |random
18.005              |18.005              |75.635              |random
15.917              |15.917              |89.544              |random
15.359              |15.359              |103.023             |random
13.180              |13.180              |124.084             |random
11.120              |11.120              |135.551             |random
9.921               |9.921               |144.402             |random
9.911               |9.911               |263.277             |random
9.910               |9.910               |321.852             |random
9.910               |9.910               |336.633             |random
9.908               |9.908               |381.724             |random
9.908               |9.908               |418.911             |random
9.908               |9.908               |431.200             |random
9.908               |9.908               |471.854             |random
9.240               |9.240               |805.484             |random
8.696               |8.696               |811.689             |random
8.696               |8.696               |817.302             |random
8.648               |8.648               |859.456             |random
8.547               |8.547               |882.877             |random
8.534               |8.534               |894.672             |random
8.534               |8.534               |899.730             |random
total time : 1000.0058150291443
