/media/sunyu/OS1/suanli/collectionunzip/opm2-z10-s4
obj                 |bestobj             |time                |
-5605.000           |-5605.000           |80.570              |INIT
-8013.000           |-8013.000           |80.906              |KS2
-9883.000           |-9883.000           |81.234              |KS2
-12860.000          |-12860.000          |81.589              |KS2
-14949.000          |-14949.000          |81.978              |KS2
-15462.000          |-15462.000          |82.359              |KS2
-15873.000          |-15873.000          |174.713             |lns
-16281.000          |-16281.000          |175.089             |lns
-16856.000          |-16856.000          |175.805             |random
-17498.000          |-17498.000          |269.899             |lns
-17642.000          |-17642.000          |270.263             |lns
-18102.000          |-18102.000          |271.002             |random
-18349.000          |-18349.000          |366.159             |lns
-19043.000          |-19043.000          |479.539             |random
-19239.000          |-19239.000          |479.883             |lns
-20243.000          |-20243.000          |480.619             |random
-20526.000          |-20526.000          |587.680             |lns
-21741.000          |-21741.000          |689.576             |random
-22205.000          |-22205.000          |792.431             |lns
-22579.000          |-22579.000          |792.856             |lns
-24257.000          |-24257.000          |893.929             |random
-24827.000          |-24827.000          |894.781             |lns
-26275.000          |-26275.000          |999.882             |lns
total time : 1000.4515354633331
