/media/sunyu/OS1/suanli/collectionunzip/item_placement_9933
obj                 |bestobj             |time                |
20.562              |20.562              |50.045              |INIT
15.913              |15.913              |55.995              |KS2
14.973              |14.973              |65.768              |KS2
14.506              |14.506              |75.830              |KS2
14.506              |14.506              |76.067              |crossover
14.071              |14.071              |79.499              |lns
14.071              |14.071              |81.483              |random
11.684              |11.684              |86.149              |random
10.995              |10.995              |95.214              |random
10.995              |10.995              |103.895             |random
10.171              |10.171              |126.066             |random
9.995               |9.995               |132.638             |random
9.995               |9.995               |144.348             |random
9.961               |9.961               |186.274             |random
9.961               |9.961               |191.743             |random
9.735               |9.735               |348.930             |random
9.735               |9.735               |403.171             |random
9.735               |9.735               |412.732             |random
9.735               |9.735               |707.018             |random
total time : 1000.0056068897247
