/media/sunyu/OS1/suanli/collectionunzip/SET3_04
obj                 |bestobj             |time                |
3139014.043         |3139014.043         |0.139               |INIT
517844.707          |517844.707          |50.166              |KS2
441080.300          |441080.300          |100.187             |KS2
358184.789          |358184.789          |150.198             |KS2
320303.854          |320303.854          |200.218             |KS2
284285.938          |284285.938          |250.239             |KS2
284220.247          |284220.247          |315.795             |lns
272617.072          |272617.072          |321.973             |random
264055.953          |264055.953          |421.994             |lns
263771.490          |263771.490          |497.578             |lns
263771.480          |263771.480          |521.916             |random
262237.764          |262237.764          |552.093             |random
262237.734          |262237.734          |623.843             |random
261394.409          |261394.409          |636.936             |random
261384.676          |261384.676          |712.547             |random
260855.753          |260855.753          |822.958             |random
260668.464          |260668.464          |844.805             |random
260336.751          |260336.751          |918.301             |random
258348.123          |258348.123          |949.835             |random
257889.620          |257889.620          |986.050             |random
total time : 1000.1220602989197
