/media/sunyu/OS1/suanli/collectionunzip/item_placement_9923
obj                 |bestobj             |time                |
16.963              |16.963              |50.043              |INIT
14.829              |14.829              |72.269              |random
11.672              |11.672              |79.936              |lns
11.171              |11.171              |89.428              |random
10.714              |10.714              |95.700              |random
9.682               |9.682               |104.288             |lns
9.163               |9.163               |112.773             |random
9.163               |9.163               |262.309             |random
9.163               |9.163               |388.357             |random
9.152               |9.152               |441.819             |random
9.151               |9.151               |457.544             |random
9.151               |9.151               |588.580             |random
total time : 1000.007878780365
