/media/sunyu/OS1/suanli/collectionunzip/SET3_23
obj                 |bestobj             |time                |
3719767.816         |3719767.816         |0.151               |INIT
465575.041          |465575.041          |50.174              |KS2
352310.746          |352310.746          |100.193             |KS2
316886.965          |316886.965          |150.213             |KS2
289613.033          |289613.033          |250.242             |KS2
269145.880          |269145.880          |308.770             |crossover
258140.760          |258140.760          |314.937             |lns
256336.752          |256336.752          |316.871             |random
256321.235          |256321.235          |320.570             |random
249089.200          |249089.200          |397.432             |lns
248281.736          |248281.736          |449.759             |random
248251.383          |248251.383          |549.778             |lns
248054.945          |248054.945          |650.214             |lns
248054.555          |248054.555          |746.785             |lns
247876.827          |247876.827          |771.222             |random
247793.394          |247793.394          |794.477             |random
247793.384          |247793.384          |912.493             |random
246600.353          |246600.353          |932.612             |random
total time : 1000.1336243152618
