/media/sunyu/OS1/suanli/collectionunzip/load_balancing_9820
obj                 |bestobj             |time                |
715.000             |715.000             |11.214              |KS1
688.000             |688.000             |61.372              |KS2
685.000             |685.000             |111.531             |KS2
683.000             |683.000             |161.671             |KS2
681.000             |681.000             |211.818             |KS2
679.000             |679.000             |261.974             |KS2
678.000             |678.000             |312.180             |crossover
677.000             |677.000             |424.552             |random
677.000             |677.000             |501.156             |random
total time : 1000.0946283340454
