/media/sunyu/OS1/suanli/collectionunzip/ns1644855
obj                 |bestobj             |time                |
-513.000            |-513.000            |225.147             |INIT
-690.000            |-690.000            |325.576             |KS2
-820.333            |-820.333            |426.004             |KS2
-940.000            |-940.000            |576.430             |lns
-948.000            |-948.000            |677.575             |random
-954.000            |-954.000            |786.523             |random
-956.000            |-956.000            |907.177             |random
total time : 1001.8009734153748
