/media/sunyu/OS1/suanli/collectionunzip/SET4_25
obj                 |bestobj             |time                |
2994828.963         |2994828.963         |0.187               |INIT
285192.102          |285192.102          |50.203              |KS2
268953.815          |268953.815          |100.226             |KS2
260403.971          |260403.971          |150.247             |KS2
258380.858          |258380.858          |200.269             |KS2
207959.489          |207959.489          |250.291             |KS2
202300.304          |202300.304          |300.313             |KS2
200874.846          |200874.846          |306.152             |random
198755.004          |198755.004          |349.455             |random
197786.588          |197786.588          |351.904             |lns
197786.588          |197786.588          |376.479             |random
197786.578          |197786.578          |395.475             |random
197317.924          |197317.924          |509.643             |random
197317.924          |197317.924          |611.985             |random
197005.841          |197005.841          |712.375             |lns
197003.360          |197003.360          |815.025             |random
196480.966          |196480.966          |954.995             |random
total time : 1000.1331856250763
