/media/sunyu/OS1/suanli/collectionunzip/SET4_09
obj                 |bestobj             |time                |
3083821.587         |3083821.587         |0.092               |INIT
107943.031          |107943.031          |50.109              |KS2
68382.271           |68382.271           |113.508             |lns
68182.699           |68182.699           |114.825             |random
67861.510           |67861.510           |116.903             |random
65774.853           |65774.853           |118.951             |lns
57267.356           |57267.356           |218.618             |lns
54256.595           |54256.595           |221.102             |lns
54141.161           |54141.161           |223.104             |random
53215.167           |53215.167           |226.441             |random
53201.582           |53201.582           |292.730             |random
53201.572           |53201.572           |379.457             |random
total time : 1000.0083844661713
