/media/sunyu/OS1/suanli/collectionunzip/neos-876808
obj                 |bestobj             |time                |
1845236.111         |1845236.111         |27.838              |KS1
1512264.427         |1512264.427         |28.907              |KS2
991004.647          |991004.647          |30.272              |KS2
868421.847          |868421.847          |31.333              |KS2
845305.232          |845305.232          |32.427              |KS2
803240.237          |803240.237          |33.514              |KS2
745001.710          |745001.710          |36.884              |lns
740678.593          |740678.593          |137.445             |random
597229.227          |597229.227          |237.964             |lns
594267.989          |594267.989          |412.113             |random
584248.887          |584248.887          |490.495             |lns
584248.887          |584248.887          |699.768             |random
583802.654          |583802.654          |772.771             |random
583401.919          |583401.919          |903.187             |random
total time : 1002.6396746635437
