/media/sunyu/OS1/suanli/collectionunzip/anonymous_62
obj                 |bestobj             |time                |
1329570.997         |1329570.997         |87.154              |INIT
1311829.426         |1311829.426         |87.282              |KS2
1294237.982         |1294237.982         |87.405              |KS2
1276622.457         |1276622.457         |87.530              |KS2
1226860.820         |1226860.820         |87.664              |KS2
1071575.333         |1071575.333         |137.746             |KS2
1071371.463         |1071371.463         |139.346             |KS2
1071371.463         |1071371.463         |139.565             |crossover
1066570.946         |1066570.946         |194.301             |lns
1066419.767         |1066419.767         |241.615             |lns
1060565.829         |1060565.829         |244.619             |lns
1021531.206         |1021531.206         |289.513             |random
1021531.206         |1021531.206         |389.730             |random
1010036.953         |1010036.953         |535.342             |lns
1010020.758         |1010020.758         |662.438             |random
1010020.758         |1010020.758         |762.656             |random
993273.182          |993273.182          |900.904             |lns
984940.651          |984940.651          |1000.061            |lns
total time : 1000.0613675117493
