/media/sunyu/OS1/suanli/collectionunzip/item_placement_9993
obj                 |bestobj             |time                |
22.255              |22.255              |50.132              |INIT
16.851              |16.851              |59.811              |KS2
16.427              |16.427              |67.730              |KS2
15.760              |15.760              |71.649              |random
15.382              |15.382              |77.103              |lns
14.834              |14.834              |85.855              |random
14.822              |14.822              |102.225             |random
13.782              |13.782              |108.625             |random
13.535              |13.535              |115.667             |random
12.174              |12.174              |132.811             |random
11.842              |11.842              |139.584             |random
11.056              |11.056              |146.898             |random
11.056              |11.056              |150.198             |random
11.025              |11.025              |155.085             |random
11.015              |11.015              |167.587             |random
11.000              |11.000              |172.976             |random
10.737              |10.737              |189.647             |random
10.540              |10.540              |198.207             |random
10.515              |10.515              |233.075             |random
10.515              |10.515              |240.135             |random
10.181              |10.181              |266.598             |random
10.153              |10.153              |273.321             |random
10.153              |10.153              |286.361             |random
9.974               |9.974               |292.746             |lns
9.828               |9.828               |317.164             |random
9.826               |9.826               |383.156             |random
9.826               |9.826               |396.440             |random
9.826               |9.826               |528.679             |random
9.826               |9.826               |547.989             |random
total time : 1000.0057992935181
