/media/sunyu/OS1/suanli/collectionunzip/load_balancing_1013
obj                 |bestobj             |time                |
730.000             |730.000             |9.482               |KS1
717.000             |717.000             |59.638              |KS2
715.000             |715.000             |109.790             |KS2
711.000             |711.000             |210.103             |KS2
709.000             |709.000             |260.261             |KS2
708.000             |708.000             |310.448             |crossover
708.000             |708.000             |558.407             |random
707.000             |707.000             |758.662             |random
707.000             |707.000             |958.939             |random
706.000             |706.000             |993.410             |lns
total time : 1000.3197464942932
