/media/sunyu/OS1/suanli/collectionunzip/item_placement_9906
obj                 |bestobj             |time                |
24.304              |24.304              |50.047              |INIT
24.062              |24.062              |58.865              |random
21.902              |21.902              |61.938              |lns
21.693              |21.693              |73.116              |random
21.674              |21.674              |79.607              |random
20.847              |20.847              |89.769              |lns
20.616              |20.616              |97.924              |random
20.520              |20.520              |107.362             |random
20.120              |20.120              |114.210             |random
20.119              |20.119              |121.134             |random
20.119              |20.119              |126.621             |random
20.119              |20.119              |136.684             |random
20.119              |20.119              |144.119             |random
20.119              |20.119              |155.740             |random
20.119              |20.119              |175.935             |random
20.119              |20.119              |184.586             |random
20.119              |20.119              |189.883             |random
20.119              |20.119              |201.328             |random
19.654              |19.654              |211.611             |random
19.581              |19.581              |217.510             |random
19.531              |19.531              |232.026             |random
19.531              |19.531              |248.605             |random
19.528              |19.528              |262.874             |random
18.121              |18.121              |299.528             |random
17.799              |17.799              |305.666             |random
17.788              |17.788              |319.147             |random
17.653              |17.653              |326.939             |random
17.582              |17.582              |393.879             |random
17.463              |17.463              |405.737             |random
17.339              |17.339              |429.887             |random
17.213              |17.213              |439.694             |random
17.213              |17.213              |463.846             |random
total time : 1000.0097236633301
